symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
CFIVU,Financial Services,Shell Companies,12/23/20,0,0.002731695,0.006829239,0.046829224,-0.019512177,-0.032195115,-0.002930345,0.003164891,0.007008284,0.042365482,0.124697788,0.252747803
IFV,----,----,7/23/14,0.007964154,0,-0.012345776,-0.024197627,-0.067160543,-0.031986666,0.000761455,8.43E-05,-0.009046494,0.005326679,0.043217219,0.085122101
VIA,Utilities,Utilities—Regulated Electric,7/29/14,-0.007222239,-0.031337379,-0.020705161,-0.00951288,-0.219146047,-0.031501844,-0.005852438,0.000682711,-0.015186339,0.019196603,0.054111412,0.082610389
CLINR,----,----,4/18/22,0.142857112,0.250000047,-0.187500012,0,-0.062499942,-0.031249971,0.000236527,0.01730246,-0.026919427,-0.07204783,-0.038941512,-0.048054456
SNDX,Healthcare,Biotechnology,3/2/16,0,0.000833352,0.129166683,0.092499971,-0.117499987,-0.030833324,0.006728188,0.004969478,-0.002399099,0.04655036,0.089190835,0.24279887
CLST,Financial Services,Banks—Regional,10/13/21,0.017254351,0.010324438,0.022197613,0.016224138,0.021386427,-0.030236046,0.002050841,0.016527668,0.033441299,0.063253046,-0.032593187,-0.190480211
BSVN,Financial Services,Banks—Regional,9/20/18,-0.045499992,0.000523843,-0.004714472,-0.030906049,-0.183341896,-0.029858592,0.002994811,-0.000976155,-0.009061123,-0.060969799,-0.075584194,0.027921708
BSVO,----,----,3/13/23,-0.003546927,0.015099351,-0.028361437,-0.00281317,0.082788001,-0.029858592,0.009043835,0.017159866,0.013556707,0.058520301,0.179923052,0.027921708
HNDL,----,----,1/25/18,0,4.02E-05,-0.006762028,-0.016981014,-0.011787107,-0.029429089,-0.003451775,0.010271743,-0.006509355,-0.020423965,-0.016667553,-0.045842967
OCAXU,Financial Services,Shell Companies,1/19/21,0.009652547,-0.007074604,-0.004780133,-0.004302111,-0.036328883,-0.028680706,0.001359162,0.012872898,0.012653788,0.033013783,0.098936505,0.197293289
OCAXW,----,----,9/28/23,0.009652547,-0.007074604,-0.004780133,-0.004302111,-0.036328883,-0.028680706,0.001359162,0.012872898,0.012653788,0.033013783,0.098936505,0.197293289
HCVIU,Financial Services,Shell Companies,9/29/21,0.014213135,-0.004004,-0.011010977,-0.005005024,-0.008008001,-0.028028002,-0.00263094,-0.011366176,-0.002792956,0.053611837,0.009381193,-0.157687278
HCVIW,----,----,9/28/23,0.014213135,-0.004004,-0.011010977,-0.005005024,-0.008008001,-0.028028002,-0.00263094,-0.011366176,-0.002792956,0.053611837,0.009381193,-0.157687278
FICVU,Financial Services,Shell Companies,7/1/21,0.014213135,0.001001024,0.001001024,-0.014013953,0.001001024,-0.028028002,0.003470535,0.005479369,-0.003419642,0.010220254,0.085997924,-0.145199386
FICVW,----,----,9/29/23,0.014213135,0.001001024,0.001001024,-0.014013953,0.001001024,-0.028028002,0.003470535,0.005479369,-0.003419642,0.010220254,0.085997924,-0.145199386
VTC,----,----,11/9/17,0.000118019,-0.004246624,-0.001769984,0.00415387,-0.022787722,-0.028021314,0.001836298,-6.57E-05,-0.006611598,0.031814499,0.03350958,0.100665238
PATI,Industrials,Trucking,2/2/15,0.277777778,0.086956641,0.045652195,-0.022173895,0.108695735,-0.027826047,0.007370779,0.015049277,0.019456042,0.042819943,0.057488298,-0.038104439
AMAM,Healthcare,Biotechnology,8/14/23,-0.010989066,-0.041666628,-0.05416665,-0.22499999,0.107595568,-0.027660248,0.007125488,-0.011351202,-0.026201147,-0.005597847,-0.1114115,0.030569237
AMAL,Financial Services,Banks—Regional,8/9/18,0.03125,-0.006060392,-0.004242192,0.148485172,0.107595568,-0.027660248,-0.001532263,-0.006137969,-0.011686371,0.011509412,-0.1114115,0.030569237
BLBD,Consumer Cyclical,Auto Manufacturers,3/20/14,0.002083282,-0.012474001,-0.012474001,0.008316,0.008316,-0.027027051,0.006588955,-0.00327289,-0.013774679,-0.005426432,0.045427199,0.129318858
VAQC,Financial Services,Shell Companies,3/10/21,-0.009901027,0,-0.001000023,-0.005000019,-0.010999966,-0.027000046,-0.000724475,0.012708915,0.017997288,0.052172264,0.079748654,0.043965607
AMZU,----,----,9/7/22,0.00720375,0.001691805,-0.03253104,-0.116140191,-0.393098206,-0.026975378,0.020028378,0.007558767,-0.008427479,-0.054539282,0.009685426,0.12638265
ULVM,----,----,10/27/17,0.007009783,-0.002386464,-0.000795628,0.026253118,0.060704961,-0.026258907,0.005063819,-0.004253243,-0.001177718,0.020414841,0.084423776,0.040090527
BWBBP,Financial Services,Banks—Regional,8/18/21,0.036653389,-0.000768632,0.004996065,0.029977067,0.030754156,-0.026177291,-0.008360703,-0.0008469,0.021828755,0.011087534,0.081157945,-0.036883401
VIIAU,Financial Services,Shell Companies,12/23/20,0,0.012088975,0.014506733,0.021276621,-0.011605405,-0.02611223,-0.002930345,0.003164962,0.007008212,0.042365626,0.124697788,0.252747803
VIIAW,----,----,9/29/23,0,0.012088975,0.014506733,0.021276621,-0.011605405,-0.02611223,-0.002930345,0.003164962,0.007008212,0.042365626,0.124697788,0.252747803
IRAA,Financial Services,Shell Companies,5/26/21,-0.04476193,-0.012961128,-0.007976064,-0.000996937,-0.030907226,-0.025423741,0.001885208,0.001841664,0.004924224,0.025240905,0.024974128,-0.081413156
ARVR,----,----,4/20/22,-0.002027694,-0.02749747,-0.059668192,-0.074161895,-0.117609312,-0.025296128,-0.004515683,-0.016167162,-0.065482817,-0.127398815,-0.092413468,-0.069499276
AY,Utilities,Utilities—Renewable,6/13/14,0.0523322,-0.012973135,0.00972983,0.060000007,-0.121621456,-0.023034057,0.001035333,0.000517172,0.012583957,0.016957104,0.002785235,0.103117853
DISA,Financial Services,Shell Companies,5/21/21,-0.072356192,0,-0.022999954,-0.030000019,-0.028999996,-0.022999954,-0.005591534,0.009668334,0.012297753,0.026252386,0.048360499,-0.079230726
LCAAU,Financial Services,Shell Companies,3/11/21,-0.003960392,-0.000994058,-0.006958315,0.003976139,-0.006958315,-0.022862871,0.004441449,0.001726384,0.008717295,0.039517148,0.084441718,0.058248976
LCAAW,----,----,9/29/23,-0.003960392,-0.000994058,-0.006958315,0.003976139,-0.006958315,-0.022862871,0.004441449,0.001726384,0.008717295,0.039517148,0.084441718,0.058248976
EWJV,----,----,3/7/19,-0.009716667,-0.008585352,0.005314733,0.027800615,0.027209655,-0.022299641,-0.006420859,-0.001785126,0.02227944,0.051982201,0.093678023,0.106803059
DUNE,Financial Services,Shell Companies,2/19/21,-0.002857077,-0.002074885,-0.010967301,-0.03468035,-0.033692377,-0.021835853,-0.003250472,-0.009063091,-0.024267264,0.002710542,0.089787522,0.115266219
AKLI,Healthcare,Health Information Services,6/30/21,0.000990027,-0.009891141,-0.010880283,-0.026211612,-0.0158259,-0.021760566,0.000547364,0.00554872,0.010237955,0.017076117,0.090259881,-0.131283195
VIRT,Financial Services,Capital Markets,4/16/15,-0.035652161,0.021641273,-0.016681812,0.003156032,-0.038323085,-0.021412732,0.000872951,-0.01189338,0.000396724,0.005709003,-0.09778268,-0.010030445
MCFT,Consumer Cyclical,Recreational Vehicles,7/17/15,0.027096779,-0.050879378,-0.015703517,-0.020100469,-0.113693445,-0.021133696,-0.000472854,-0.000236377,-0.011825668,-0.010328017,-0.020891102,0.024104122
EAC,Financial Services,Shell Companies,3/1/21,-0.02352939,-0.011044142,-0.016064242,-0.029116462,-0.03112454,-0.021084341,0.010000437,-0.009306558,-0.020780381,0.006731936,0.095371457,0.095377443
PFTAU,Financial Services,Shell Companies,7/21/21,0.006054533,-0.006018096,-0.004012032,0.002005968,0.003009,-0.021063193,0.005993884,0.001044754,0.006809484,0.004101225,0.049459527,-0.104654299
PFTAW,----,----,9/29/23,0.006054533,-0.006018096,-0.004012032,0.002005968,0.003009,-0.021063193,0.005993884,0.001044754,0.006809484,0.004101225,0.049459527,-0.104654299
PLMIU,Financial Services,Shell Companies,3/16/21,-0.001001024,-0.008016025,-0.008016025,0.007014093,0.002004054,-0.021041993,-0.00483617,0.003477065,-0.008127474,0.045630095,0.099399133,0.02538212
PLMIW,----,----,9/27/23,-0.001001024,-0.008016025,-0.008016025,0.007014093,0.002004054,-0.021041993,-0.00483617,0.003477065,-0.008127474,0.045630095,0.099399133,0.02538212
MACA,Financial Services,Shell Companies,4/7/21,0,0.018000031,-0.004699993,-0.027999973,-0.031999969,-0.021000004,-0.000493442,0.005677616,0.015839637,0.025919536,0.089332552,0.103879588
PDSB,Healthcare,Biotechnology,9/30/15,0,0.176363581,0.636363636,0.886363636,-0.381818182,-0.020909119,0.006184265,0.002370555,0.031785031,0.084643034,-0.04557871,0.150480171
VALN,Healthcare,Biotechnology,5/5/21,0,0.073457045,0.067777392,0.017039029,0.065884127,-0.020863332,-0.005054799,0.005443477,-0.005685118,0.016168829,0.069368737,-0.016546623
CRNX,Healthcare,Biotechnology,7/18/18,0.273246765,-0.075479411,0.024479819,0.25703791,0.304365525,-0.020807843,0.002335046,-0.0022699,-0.000477681,0.008362535,-0.066963337,0.069184115
ALTU,Financial Services,Shell Companies,1/29/21,0.005976137,0.007920784,0.015841568,0.120792007,-0.029702988,-0.020792082,-0.01461407,0.017796859,0.046110333,0.047728165,0.135909943,0.134668439
MITAU,Financial Services,Shell Companies,6/23/21,0,0,0,-0.002020152,-0.001010028,-0.020202002,-0.001972854,0.006879113,0.012137286,0.032220969,0.078630253,-0.135484108
MITAW,----,----,9/28/23,0,0,0,-0.002020152,-0.001010028,-0.020202002,-0.001972854,0.006879113,0.012137286,0.032220969,0.078630253,-0.135484108
HWELU,Financial Services,Shell Companies,8/3/21,0,-0.001010028,-0.002020152,0,0.004242502,-0.020202002,0.0054158,-0.005081119,0.003017873,0.024526037,0.046846386,-0.086645615
HWELW,----,----,9/27/23,0,-0.001010028,-0.002020152,0,0.004242502,-0.020202002,0.0054158,-0.005081119,0.003017873,0.024526037,0.046846386,-0.086645615
MKAM,----,----,4/12/23,-0.004946173,0.006093175,0.007175563,0.005131079,0.044241422,-0.020202002,-0.009936116,0.01315334,0.015502155,0.007131794,0.078423824,-0.135484108
MBNKP,Financial Services,Banks—Regional,12/17/19,-0.006085177,0.004898232,0.020408319,0.056734638,-0.440915717,-0.019701829,-0.001661918,0.000429486,0.010793552,0.043443198,-0.108800624,0.201323459
TTOO,Healthcare,Diagnostics & Research,8/7/14,-0.102194357,-0.06424581,0.171089385,0.400139665,0.215083799,-0.019553073,-0.009308393,0.010976378,0.020372168,0.051282341,0.042887562,0.110245158
QAT,----,----,5/1/14,-4.04E-05,-0.000364304,0.013794851,0.071685678,0.07124062,-0.019081457,0.001245214,-0.000888317,-0.003908803,0.021497663,0.060614719,0.124548277
DHCAU,Financial Services,Shell Companies,3/2/21,0,0.002000046,0.002999973,-0.001000023,0.014000034,-0.018999958,-0.010651819,-0.013383231,-0.015871114,0.020620616,0.118423162,0.104973403
DHCAW,----,----,9/29/23,0,0.002000046,0.002999973,-0.001000023,0.014000034,-0.018999958,-0.010651819,-0.013383231,-0.015871114,0.020620616,0.118423162,0.104973403
BSCR,----,----,9/27/17,0,-0.001000837,0.002001333,0.001000723,-0.01087389,-0.018819586,0.001753387,0.001413799,0.012184601,0.020666492,0.074432338,0.175865529
FTAIO,Industrials,Rental & Leasing Services,11/25/19,-0.000801622,0.008022313,0.010830218,0.036903213,-0.419433821,-0.018771401,0.00597062,0.002123569,-0.005880762,0.034495836,-0.165584288,0.175182022
UITB,----,----,10/27/17,0.000400013,0.002599702,0.004398991,0.006765572,-0.015799867,-0.018103426,0.005063819,-0.004252804,-0.001178047,0.020414841,0.084423776,0.040090527
NZAC,----,----,11/26/14,0.001330475,0,-0.004252141,-0.01001026,0.021272264,-0.017026538,0.002519691,-0.003405172,-0.000567612,0.011147849,0.024412577,0.024311274
GAMCU,Financial Services,Shell Companies,3/17/21,0.001005048,0.001004039,-0.003012021,0.002007982,0.001004039,-0.016064242,0.007698788,-0.016699384,-0.02212661,0.045901124,0.098107372,0.042348429
GAMCW,----,----,9/29/23,0.001005048,0.001004039,-0.003012021,0.002007982,0.001004039,-0.016064242,0.007698788,-0.016699384,-0.02212661,0.045901124,0.098107372,0.042348429
ANZUU,Financial Services,Shell Companies,3/2/21,0,0,0.005000019,-0.002000046,-0.002000046,-0.015999985,-0.010651819,-0.013383163,-0.015870978,0.02062048,0.118423298,0.104973199
ANZUW,----,----,9/29/23,0,0,0.005000019,-0.002000046,-0.002000046,-0.015999985,-0.010651819,-0.013383163,-0.015870978,0.02062048,0.118423298,0.104973199
HBANP,Financial Services,Banks—Regional,2/2/21,0,0.002404887,0.001603288,0.003206486,0.043286617,-0.01593169,0.004503908,0.000914149,0.028121134,-0.014887773,0.107766288,0.149815093
CLBK,Financial Services,Banks—Regional,4/23/18,0.003246766,0.01812296,0.014886764,0.139158615,0.091909453,-0.015533966,-0.002332147,-0.012320122,-0.001074149,0.024007929,0.09969652,0.110040461
NFTY,----,----,2/28/12,0.006882959,0,0,0,-0.11979166,-0.015334737,0.001594276,-0.00587792,-0.007591934,0.022936925,-0.009721746,0.126374718
CSA,----,----,7/8/15,0,0.021563712,0.024727022,-0.007475579,-0.029614803,-0.015003825,-0.009630907,0.002124599,0.030399559,0.015118061,-0.005311533,0.02898216
LCAHU,Financial Services,Shell Companies,3/24/21,0,-0.014999962,-0.006000042,0,0,-0.014999962,-0.01223757,0.00764134,0.019118191,0.076675443,0.124024885,0.140264859
LCAHW,----,----,9/29/23,0,-0.014999962,-0.006000042,0,0,-0.014999962,-0.01223757,0.00764134,0.019118191,0.076675443,0.124024885,0.140264859
GAINZ,----,----,8/19/21,0.010895825,0.009980048,0.005588837,0.033931978,0.048095965,-0.014984901,0.00616421,0.008939333,0.025122339,-0.004469545,0.080446294,-0.032830803
PROK,Healthcare,Biotechnology,6/30/21,0.005970096,-0.006923808,-0.013847616,-0.025717041,-0.0158259,-0.014836758,0.000547364,0.005548782,0.010238017,0.017076487,0.090260071,-0.131283019
TWLVU,Financial Services,Shell Companies,2/26/21,0,0.006030193,0.005025145,-0.004020097,0,-0.014572815,-0.0096229,0.025314744,-0.013986339,0.032348391,0.132209754,0.098342661
TWLVW,----,----,9/26/23,0,0.006030193,0.005025145,-0.004020097,0,-0.014572815,-0.0096229,0.025314744,-0.013986339,0.032348391,0.132209754,0.098342661
TWEB,----,----,8/10/22,0.022945029,-0.006063572,0.021937367,-0.131870745,-0.366625553,-0.013483531,0.00428298,0.000287155,0.022717987,-0.033092708,-0.084494615,0.066827878
BTMD,Healthcare,Medical Care Facilities,4/28/21,0,0,-0.004975143,-0.024875621,-0.039801051,-0.013432858,-0.0004393,0.004155145,-0.00874983,-0.000199848,0.076563689,-0.026071202
BTMWW,----,----,9/29/23,0,0,-0.004975143,-0.024875621,-0.039801051,-0.013432858,-0.0004393,0.004155145,-0.00874983,-0.000199848,0.076563689,-0.026071202
NBST,Financial Services,Shell Companies,4/30/21,-0.003021217,-0.014141353,-0.020202002,-0.025252526,-0.026767616,-0.013131229,4.01E-05,0.000800775,-0.001521561,0.00336352,0.072153148,0.001625622
THCPU,Financial Services,Shell Companies,6/30/21,0.003030373,0.001006976,-0.002014145,-0.001913399,-0.003021217,-0.013091653,0.000547364,0.005548719,0.010237893,0.017076178,0.090259937,-0.131283187
THCPW,----,----,9/29/23,0.003030373,0.001006976,-0.002014145,-0.001913399,-0.003021217,-0.013091653,0.000547364,0.005548719,0.010237893,0.017076178,0.090259937,-0.131283187
ARRWU,Financial Services,Shell Companies,3/2/21,-0.000999024,0,0,-0.005000019,0.002999973,-0.013000011,-0.010651819,-0.013383029,-0.01587098,0.020620686,0.118423246,0.104973553
ARRWW,----,----,9/29/23,-0.000999024,0,0,-0.005000019,0.002999973,-0.013000011,-0.010651819,-0.013383029,-0.01587098,0.020620686,0.118423246,0.104973553
ENERU,Financial Services,Shell Companies,10/21/21,0.003976139,0.000990027,0.001980149,0.007465287,0.003960392,-0.012871298,0.004695222,-0.00148351,-0.003597356,0.027557295,-0.049414915,-0.205198993
ENERW,----,----,9/29/23,0.003976139,0.000990027,0.001980149,0.007465287,0.003960392,-0.012871298,0.004695222,-0.00148351,-0.003597356,0.027557295,-0.049414915,-0.205198993
ENLT,Utilities,Utilities—Renewable,1/3/23,0,0,0.010204072,0.326530538,8.081632087,-0.012871298,-0.010675654,0.008468776,0.019578332,0.102672623,0.076622071,-0.205198993
MVLA,Technology,Software—Application,4/13/21,0.015102016,-0.012866934,-0.010353809,-0.015882589,-0.008846029,-0.012866934,0.003495227,-0.002511149,0.004941008,-0.023490368,0.053352103,0.06000319
MVLAW,----,----,9/28/23,0.015102016,-0.012866934,-0.010353809,-0.015882589,-0.008846029,-0.012866934,0.003495227,-0.002511149,0.004941008,-0.023490368,0.053352103,0.06000319
MVLA,Technology,Software—Application,4/13/21,0.015102016,-0.012866934,-0.010353809,-0.015882589,-0.008846029,-0.012866934,0.003495227,-0.002511085,0.004941073,-0.023490305,0.053352107,0.060003258
MVLAW,----,----,9/28/23,0.015102016,-0.012866934,-0.010353809,-0.015882589,-0.008846029,-0.012866934,0.003495227,-0.002511085,0.004941073,-0.023490305,0.053352107,0.060003258
ZURA,Healthcare,Biotechnology,3/21/23,-0.088161244,3.14364654,1.325966945,0.371547047,-0.049723711,-0.012617833,0.005017206,-0.017885047,-0.007075309,0.02952378,0.15136638,0.21051955
ZURAW,----,----,9/29/23,-0.088161244,3.14364654,1.325966945,0.371547047,-0.049723711,-0.012617833,0.005017206,-0.017885047,-0.007075309,0.02952378,0.15136638,0.21051955
ZTS,Healthcare,Drug Manufacturers—Specialty & Generic,2/1/13,-0.015555548,0.00032238,0.031924794,0.105772126,0.018797294,-0.012617833,0.004348789,-0.011768483,-0.002331391,0.019318278,0.071544059,0.21051955
RILYN,----,----,9/24/19,0.003992031,-0.000794975,-0.003180891,0.008054235,0.024754258,-0.012599766,-0.013092748,0.006114141,0.002307568,0.011997636,0.100473074,0.134438844
CLSD,Healthcare,Biotechnology,6/2/16,-0.09375,-0.026206904,-0.034482759,-0.064827557,2.404137973,-0.012413814,0.006225213,-0.003856387,0.007391904,-0.00184782,0.037783705,0.178711074
HISF,----,----,8/14/14,0.001998048,0.001993932,0.005981905,0.000797682,0.01306547,-0.012256756,0.003008669,0.000342677,0.016369589,0.015169457,0.065179562,0.083864167
APTMU,Financial Services,Shell Companies,7/28/21,0.002028444,0.001012169,0.012145737,0.007084989,0.00303641,-0.012145737,0,0.004564833,0.004142984,0.014615631,0.024014086,-0.100018121
APTMW,----,----,9/26/23,0.002028444,0.001012169,0.012145737,0.007084989,0.00303641,-0.012145737,0,0.004564833,0.004142984,0.014615631,0.024014086,-0.100018121
MFLX,----,----,9/29/16,0,-0.000893414,-0.011910721,-0.037724919,-0.059256289,-0.011259766,-0.008495023,0.007624599,0.004558987,-0.01462033,0.076837873,0.19023287
BYTSU,Financial Services,Shell Companies,3/19/21,0.002014049,0.004020097,0.003015049,0.01005029,0.015075435,-0.011055242,-0.001188399,0.006076489,-0.004647668,0.048414528,0.113391833,0.100960705
BYTSW,----,----,9/28/23,0.002014049,0.004020097,0.003015049,0.01005029,0.015075435,-0.011055242,-0.001188399,0.006076489,-0.004647668,0.048414528,0.113391833,0.100960705
PMGMU,Financial Services,Shell Companies,1/8/21,-0.00391389,0.014734736,0.021610934,0.025540203,-0.016699418,-0.010805561,0.000611591,-0.006068557,-0.003318156,0.031346876,0.071029044,0.204748522
PMGMW,Financial Services,Shell Companies,9/29/23,-0.00391389,0.014734736,0.021610934,0.025540203,-0.016699418,-0.010805561,0.000611591,-0.006068557,-0.003318156,0.031346876,0.071029044,0.204748522
BPYPN,Real Estate,Real Estate Services,2/11/20,0.006351721,0.001183492,0.001972521,-0.391715911,-0.270646361,-0.010793834,-0.002086851,0.006477744,0.005304739,-0.267723977,-0.074675091,0.224651282
ACAHU,Financial Services,Shell Companies,3/4/21,-0.003005985,0.004020097,0.009045242,0,0.005025145,-0.010050194,-0.015102064,0.018250113,0.036146775,0.078371163,0.14906936,0.141987274
ACAHW,----,----,9/29/23,-0.003005985,0.004020097,0.009045242,0,0.005025145,-0.010050194,-0.015102064,0.018250113,0.036146775,0.078371163,0.14906936,0.141987274
PGY,Technology,Software—Infrastructure,4/21/21,0,0,-0.022999954,-0.032999992,-0.035000038,-0.010000038,0.012374358,-0.008202379,0.00679506,-0.005990842,0.076633635,0.04952591
GHIXU,Financial Services,Shell Companies,1/12/22,0.00401606,0,0.001000023,-0.009000015,-0.019999981,-0.010000038,-0.002363639,-0.014870805,-0.043482933,-0.064914622,-0.162669029,-0.15037495
GHIXW,----,----,9/29/23,0.00401606,0,0.001000023,-0.009000015,-0.019999981,-0.010000038,-0.002363639,-0.014870805,-0.043482933,-0.064914622,-0.162669029,-0.15037495
PBLA,Healthcare,Biotechnology,1/3/17,-0.204724409,0.485148515,0,0.732673267,1.227722772,-0.00990099,0.000373378,0.007989325,0.005749378,0.011573291,0.061408499,0.210236985
PYPL,Financial Services,Credit Services,7/6/15,-0.033947393,-0.002451652,-0.055025892,0.061018843,0.00789978,-0.009806609,0.004056795,0.005737424,0.003313291,0.00888889,0.002420958,0.019314943
PMGM,Financial Services,Shell Companies,3/1/21,-0.052380971,-0.009045242,-0.009045242,-0.02412058,-0.021105532,-0.009547766,0.010000437,-0.009306425,-0.020780114,0.006732139,0.095371739,0.095377657
RAYS,----,----,9/13/21,0.003119753,-0.002695478,-0.015426059,0.001741634,-0.160918826,-0.009527525,-0.004925544,-0.005894455,-0.007632574,-0.022695494,-0.013946536,-0.088284389
PRST,Technology,Software—Application,2/5/21,-0.014285745,0.004633731,0.006605579,-0.02099964,-0.020506678,-0.009168832,-0.001408098,0.009186767,0.011152283,-0.004273146,0.081180643,0.116885611
PRSTW,----,----,9/29/23,-0.014285745,0.004633731,0.006605579,-0.02099964,-0.020506678,-0.009168832,-0.001408098,0.009186767,0.011152283,-0.004273146,0.081180643,0.116885611
MBINO,Financial Services,Banks—Regional,8/19/19,0.007226542,0.001357136,-0.004072172,0.002118227,0.024323897,-0.008808744,-0.00040823,-0.007408683,-0.025142949,0.02998475,0.113161313,0.173274855
BANX,Financial Services,Asset Management,11/7/13,-0.001995978,-0.000399776,0.008399987,0.00800004,0.028705359,-0.008155684,-0.016925204,0.014346917,0.022381525,0.03825925,0.086468276,0.174132099
PEGRU,Financial Services,Shell Companies,10/29/21,0.010152226,0.000874409,-0.003015049,0.002010096,-0.010050194,-0.008040193,0.0069236,0.004743277,0.018495365,-0.013641626,-0.086912703,-0.160659273
PEGRW,----,----,9/29/23,0.010152226,0.000874409,-0.003015049,0.002010096,-0.010050194,-0.008040193,0.0069236,0.004743277,0.018495365,-0.013641626,-0.086912703,-0.160659273
AGNCO,Real Estate,REIT—Mortgage,9/27/19,-0.003600006,0.005619811,0.009233159,0.020473698,0.062177353,-0.007979284,-0.008827706,0.004973646,-0.017003013,0.027702411,0.134896232,0.130908005
ALLO,Healthcare,Biotechnology,10/11/18,0.136363636,0.072399979,-0.000800018,0.224800034,0.242799988,-0.007200012,-0.0167014,0.012629707,0.030050233,0.018166862,0.034588412,0.099612934
APPF,Technology,Software—Application,6/26/15,0.158847767,-0.026988645,-0.023437495,0.044034083,0.261363659,-0.0071023,-0.000791002,-0.021690992,-0.012720803,-0.008026577,-0.002576362,-0.02807912
ARTEU,Financial Services,Shell Companies,9/30/21,0.002999973,0.001994064,0,0,0.000997032,-0.006979033,-0.01549092,0.01228178,0.012399411,0.067137554,0.03047051,-0.165974406
ARTEW,----,----,9/27/23,0.002999973,0.001994064,0,0,0.000997032,-0.006979033,-0.01549092,0.01228178,0.012399411,0.067137554,0.03047051,-0.165974406
GLLIU,Financial Services,Shell Companies,12/7/21,0.000988165,0.001974285,-0.002961474,0.01283318,0.000987189,-0.006910138,0.007780084,0.004115089,-0.007739782,-0.003430136,-0.070583902,-0.161859043
GLLIW,----,----,9/26/23,0.000988165,0.001974285,-0.002961474,0.01283318,0.000987189,-0.006910138,0.007780084,0.004115089,-0.007739782,-0.003430136,-0.070583902,-0.161859043
BCSAU,Financial Services,Shell Companies,11/10/21,0.008919737,-0.007858538,0.000982247,-0.002947022,-0.011787808,-0.006876291,-0.00596635,0.001600724,0.012804879,0.000400352,-0.043738774,-0.20291958
BCSAW,Financial Services,Shell Companies,9/27/23,0.008919737,-0.007858538,0.000982247,-0.002947022,-0.011787808,-0.006876291,-0.00596635,0.001600724,0.012804879,0.000400352,-0.043738774,-0.20291958
OXLCN,Financial Services,Asset Management,6/10/22,-0.00324675,-0.008550323,-0.002442741,0.004275461,-0.094603218,-0.006861706,-0.014332066,-0.040686422,-0.063319813,-0.026457311,-0.047180091,0.121183189
VTIP,----,----,10/16/12,-0.001001186,-0.000200481,0.000200481,0.002204816,0.007459217,-0.006786491,0.005627148,0.004896171,-0.014105797,-0.061086636,0.05865167,0.238526336
BULD,----,----,5/6/22,-0.009571815,-0.052899277,-0.079247223,0.015768071,-0.119582972,-0.006536408,-0.002772595,-0.034333122,-0.0487824,0.013775421,-0.042397322,0.011097082
PXSAP,Energy,Oil & Gas Midstream,10/8/20,2.315789518,-0.021163841,-0.006401825,-0.016401887,0.237246518,-0.006272658,0.00312394,0.008798822,0.011814245,0.019130053,0.170667519,0.302899105
PXSAW,----,----,9/28/23,2.315789518,-0.021163841,-0.006401825,-0.016401887,0.237246518,-0.006272658,0.00312394,0.008798822,0.011814245,0.019130053,0.170667519,0.302899105
QDRO,Financial Services,Shell Companies,4/14/21,0,-0.011167574,-0.006091413,-0.012182826,-0.019289394,-0.006091413,-0.002672621,0.010394191,-0.001218116,-0.010191289,0.065443848,0.046123894
HPLTU,Financial Services,Shell Companies,9/30/21,0.001015155,0,0.002028444,0.002636919,0.004056791,-0.006085139,-0.01549092,0.012281904,0.012399597,0.06713762,0.030470512,-0.165974416
HPLTW,----,----,9/21/23,0.001015155,0,0.002028444,0.002636919,0.004056791,-0.006085139,-0.01549092,0.012281904,0.012399597,0.06713762,0.030470512,-0.165974416
NIR,Technology,Software—Application,3/1/21,-0.009940395,0.00401606,-0.00401606,-0.025100402,-0.018574339,-0.006024138,0.010000437,-0.009306491,-0.020780381,0.006732003,0.09537139,0.095377577
NIRWW,----,----,9/28/23,-0.009940395,0.00401606,-0.00401606,-0.025100402,-0.018574339,-0.006024138,0.010000437,-0.009306491,-0.020780381,0.006732003,0.09537139,0.095377577
TGVCU,Financial Services,Shell Companies,11/3/21,-0.000989048,0.00297027,0.006930663,0.027722745,-0.004950514,-0.005940635,0.008110482,0.00380528,0.005725894,-0.035696141,-0.10266315,-0.202178383
ACAH,Financial Services,Shell Companies,4/28/21,-0.014814791,-0.00223535,-0.012395828,-0.014427982,-0.018492193,-0.005283484,-0.0004393,0.004155208,-0.00874983,-0.000199722,0.076563815,-0.026071139
LAZR,Consumer Cyclical,Auto Parts,3/25/19,0,0.001020431,-0.00510206,0,0.032653029,-0.00510206,0.000852148,0.007480348,0.013805245,0.048105633,0.061401646,-0.207954648
SUSC,----,----,7/20/17,0,0,-0.005126275,-0.000394412,0.015229468,-0.005057043,-0.000886756,-0.00122889,0.001570274,-0.022258503,0.058396274,0.159150442
JNVR,Technology,Software—Infrastructure,7/25/23,-0.045000017,-0.13874345,-0.450261795,-0.667539266,-0.056134766,-0.005056201,0.002719245,0.000916615,0.006645692,-0.029524197,0.024008773,0.138622538
JMSB,Financial Services,Banks—Regional,3/2/17,0.010904103,0,0,-0.022472017,-0.056134766,-0.005056201,-0.00576647,0.000636358,-0.00891261,-0.006383555,0.024008773,0.138622538
